∕	ajratuvchi belgi, chiziq, slesh
⁄	chiziq, kasr qiyshiq chiziq
∗	yulduz, yulduzcha operatori
∘	halqa operatori, kompozitsiya, operator
∙	bullet operatori, operator
√	ildiz, ildiz belgisi, irratsional son, kvadrat, kvadrat ildiz, radiks
∝	proporsional, proporsionallik
∞	cheksizlik, cheksizlik belgisi
∟	matematika, toʻgʻri burchak
∠	oʻtkir burchak, parallel
∣	boʻlish belgisi, boʻluvchi
∥	parallel
∧	choʻqqi, mantiqiy va, pona
∩	kesishma, to‘plam
∪	birlashma, birlashtirish belgisi, kolleksiya, to‘plam
∫	integral, matematik tahlil
∬	matematik tahlil, qoʻsh integral
∮	konturli integral
∴	mantiq, shuning uchun
∵	chunki, mantiq
∶	nisbat
∷	mutanosiblik, proporsionallik, proporsiya
∼	operator, tilda operatori
∽	teskari tilda, tilda
∾	teskari ravon s
≃	asimptotik, asimptotik teng belgisi, matematika
≅	izomorfizm, matematika, taxminiy teng belgisi
≈	deyarli teng, taxminan
≌	hammasi teng belgisi, matematika, tenglik
≒	taxminiy teng belgisi tasviri
≖	matematika, teng belgisidagi halqa, tenglik
≡	aniq, bir xil, bir xillik belgisi, uchta chiziqli
≣	matematika, qatʼiy ekvivalent, tenglik
≤	kichik, kichik yoki teng, taqqoslash, teng, tenglik
≥	katta, katta yoki teng, taqqoslash, teng, tenglik
≦	matematika, teng ustidagi kichik belgisi, tenglik
≧	matematika, teng ustidagi katta belgisi, tenglik
≪	matematika, nisbatan kichik, tenglik
≫	matematika, nisbatan katta, tenglik
≬	orasida
≳	ekvivalentdan katta, matematika, tenglik
≺	matematika, oldin keladi, tenglik operatori
≻	keyin keladi, matematika, tenglik operatori
⊁	keyin kelmaydi, matematika
⊂	ichki toʻplam, toʻplam
⊃	matematika, superset
⊆	subset teng
⊇	matematika, superset teng, tenglik
⊕	aylanadagi plyus, plyus
⊖	aylanadagi minus, simmetrik ayirma
⊗	aylanadagi iks, aylanadagi koʻpaytirish, aylanadagi koʻpaytirish belgisi, tenzorbelgisi
⊘	aylanadagi kasr chizigʻi, matematika
⊙	XNOR, aylanadagi nuqta operatori, operator
⊚	aylanadagi halqa operatori
⊛	aylanadagi yulduzcha operatori, operator, yulduzcha
⊞	kvadratdagi plyus, matematika, plyus belgisi
⊟	kvadratdagi minus, matematika, minus belgisi
⊥	chap berish, teskari T
⊮	qiziqmaydi
⊰	matematika, nisbatan oldin keladi, operator
⊱	matematika, nisbatan keyin keladi, operator
⋭	guruh nazariyasi, matematika, normal quyi guruhga kirmaydigan tenglik
⊶	original
⊹	kvadrat matritsasi, matematika, tutashgan hermit matritsasi
⊿	matematika, oʻng burchakli uchburchak, oʻng uchburchak
⋁	dizyunksiya, mantiq, n-simon mantiqiy yoki
⋂	kesishish, matematika, n-simon kesishish, operator
⋃	birlashuv, matematika, n-simon birlashuv, operator
⋅	nuqta operatori, operator
⋆	operator, yulduz operatori
⋈	ikkilik operator, tabiiy qoʻshilish
⋒	kesishish, matematika, operator, qoʻsh kesishuv
⋘	juda kichik, matematika, tengsizlik
⋙	juda katta, matematika, tengsizlik
⋮	koʻpnuqta, matematika, vertikal koʻpnuqta
⋯	koʻpnuqta, satr ichidagi gorizontal koʻpnuqta
⋰	koʻpnuqta, matematika, yuqoriga-oʻngga diagonal koʻpnuqta
⋱	koʻpnuqta, matematika, pastga-oʻngga diagonal koʻpnuqta
■	boʻyalgan kvadrat
□	ichi boʻsh kvadrat
▢	burchaklari yumaloqlangan ichi boʻsh kvadrat
▣	boʻsh kvadrat ichidagi boʻyalgan kvadrat
▤	gorizontal shtrixli kvadrat
▥	vertikal shtrixli kvadrat
▦	ortogonal kesishma shtrixli kvadrat
▧	chapga-oʻngga diagonal shtrixli kvadrat
▨	oʻngga-chapga diagonal shtrixli kvadrat
▩	diagonal kesishma shtrixli kvadrat
▬	boʻyalgan toʻgʻri toʻrtburchak
▭	ichi boʻsh toʻgʻri toʻrtburchak
▮	boʻyalgan vertikal toʻgʻri toʻrtburchak
▰	boʻyalgan parallelogram
▲	chiziq, ichi boʻyalgan yuqoriga qaragan uchburchak, ichi to‘ldirilgan, ichi to‘ldirilgan yuqoriga qaragan uchburchak, uchburchak, yuqoriga
△	yuqoriga qaragan ichi boʻsh uchburchak
▴	yuqoriga qaragan boʻyalgan kichik uchburchak
▵	yuqoriga qaragan ichi boʻsh kichik uchburchak
▷	oʻngga qaragan ichi boʻsh uchburchak
▸	oʻngga qaragan boʻyalgan kichik uchburchak
▹	oʻngga qaragan ichi boʻsh kichik uchburchak
►	oʻngga qaragan boʻyalgan koʻrsatkich
▻	oʻngga qaragan ichi boʻsh koʻrsatkich
▼	chiziq, ichi to‘ldirilgan, ichi to‘ldirilgan pastga qaragan uchburchak, pastga, uchburchak
▽	pastga qaragan ichi boʻsh uchburchak
▾	pastga qaragan boʻyalgan kichik uchburchak
▿	pastga qaragan ichi boʻsh kichik uchburchak
◁	chapga qaragan ichi boʻsh uchburchak
◂	chapga qaragan boʻyalgan kichik uchburchak
◃	chapga qaragan ichi boʻsh kichik uchburchak
◄	chapga qaragan boʻyalgan koʻrsatkich
◅	chapga qaragan ichi boʻsh koʻrsatkich
◆	boʻyalgan olmos
◇	ichi boʻsh olmos
◈	boʻsh olmos ichidagi boʻyalgan olmos
◉	aylana ichidagi nuqta, baliq koʻzi, boʻsh aylana ichidagi boʻyalgan aylana
◊	marvarid, romb
○	doira, halqa, ichi bo‘sh doira
◌	nuqtali aylana
◍	vertikal shtrixli aylana
◎	konsentrik aylana, nishon, qoʻsh aylana
●	doira, ichi to‘ldirilgan doira
◐	chap yarmi boʻyalgan aylana
◑	oʻng yarmi boʻyalgan aylana
◒	pastki yarmi boʻyalgan aylana
◓	yuqori yarmi boʻyalgan aylana
◔	yuqori oʻng choragi boʻyalgan aylana
◕	yuqori chap choragi boʻsh aylana
◖	aylananing chap yarmi boʻyalgan
◗	aylananing oʻng yarmi boʻyalgan
◘	teskari bullet
◙	boʻyalgan kvadrat ichidagi boʻsh aylana, teskari ichi boʻsh aylana
◜	yuqori-chap kvadrant aylana yoyi
◝	yuqori-oʻng kvadrant aylana yoyi
◞	pastki-oʻng kvadrant aylana yoyi
◟	pastki-chap kvadrant aylana yoyi
◠	yuqori yarim aylana
◡	pastki yarim aylana
◢	pastga boʻyalgan oʻng uchburchak
◣	pastga boʻyalgan chap uchburchak
◤	yuqoriga boʻyalgan chap uchburchak
◥	yuqoriga boʻyalgan oʻng uchburchak
◦	ichi boʻsh bullet
◯	doira, halqa, yirik ichi bo‘sh doira
◳	yuqori-oʻng kvadrantli ichi boʻsh kvadrat
◷	yuqori-oʻng kvadrantli ichi boʻsh aylana
◿	pastki-oʻng uchburchak
♪	musiqa, nota, sakkizinchi, sakkizinchi nota
⨧	plyus ikki indeks
⨯	vektor kesishmasi
⨼	ichki tomon
⩣	mantiqiy yoki pastki qoʻsh chiziq
⩽	qiya tengdan kichik
⪍	oʻxshash tengdan kichik
⪚	ikki chiziqli tengdan katta, matematika, tengsizlik
⪺	biroz oshadi, biroz oshadi, lekin teng emas, lekin teng emas
♭	bemol, musiqa, nota
♯	diyez, musiqa, nota
😀	tirjaygan yuz, tirjayish, xursand, yuz
😃	ochiq, og‘iz, og‘zini katta ochib kulayotgan yuz, tabassum, tishlar, yuz
😄	ko‘z, ko‘zlar qisilgan, ochiq, og‘iz, tabassum, tabassum, og‘iz ochiq, ko‘zlar qisilgan, yuz
😁	ko‘z, kulgi, qisilgan ko‘zlar, tabassum, tirjaygan yuz, tirjaygan yuz, qisilgan ko‘zlar, tirjayish, tishlar, xursand, yuz
😆	axax, ha-ha, hahaha, kulgi, kulgili, kulgu, lol, mamnun, ochiq, og‘iz, og‘zini katta ochib kulayotgan yuz va qattiq yumilgan ko‘zlar, qahqaha, qotdim, tabassum, xursand, yuz
😅	ochiq, og‘zini katta ochib kulayotgan yuz va sovuq ter, sovuq, tabassum, ter, yuz
🤣	axax, gap yoʻq, haha, juda kulgili, kulayotgan, kulgi, lol, qahqaha, qotib, qotib kulayotgan, shod, xandon, xursand, yuz
😂	axax, haha, hahaha, ko‘z yosh, kulgi, kulgili, kulgu, lol, qahqaha, quvonch, quvonch ko‘z yoshlari, xursand, yuz
🙂	tabassum, yengilgina kulayotgan yuz, yuz
🙃	jilmayish, to‘ntarilgan, to‘ntarilgan yuz, yuz
🫠	erib ketayotgan yuz, erish, issiq, kinoya, sarkazm, suyuqlik, uyalish, yo‘qolish
😉	ko‘z qisish, okey, yuz
😊	ko‘z, qizarish, tabassum, tabassum va kulib turgan ko‘zlar, yuz
😇	begunoh, bosh ustida gardish, ertak, fantaziya, farishta, gardish, jilmayish, tabassum, tabassum, bosh ustida gardish, xursand, yuz
🥰	jilmaygan, kulish, oshiq, sevgi, sevib qolgan, yurakcha, yurakchalari bor jilmaygan yuz
😍	ko‘z, sevgi, tabassum, tabassum va yurak shaklidagi ko‘zlar, yurak, yuz
🤩	hayajonli, jilmayish, koʻzlar, ko‘zlarda yulduzcha, yulduz, yuz
😘	bo‘sa yuborayotgan yuz, o‘pish, yurak, yuz
😗	boʻsa, bo‘sa olayotgan yuz, oʻpich, o‘pish, yuz
☺️	kulayotgan yuz, tabassum, xotirjam, yuz
😚	bo‘sa olayotgan yuz va yumilgan ko‘zlar, ko‘z, o‘pish, yumilgan, yuz
😙	bo‘sa olayotgan yuz va kulayotgan ko‘zlar, ko‘z, o‘pish, tabassum, yuz
🥲	faxr, jilmayish, koʻz yoshi, koʻz yoshi bilan jilmaygan yuz, minnatdor, ogʻriq, taʼsirlanish, tinchlanish
😋	mazali, mazali taomni tatib ko‘rgan til, oh, shirin, tabassum, tatib ko‘rish, yuz
😛	til, tilini chiqarib turgan yuz, tilni chiqarish, yuz
😜	hazil, ko‘z, ko‘z qisish, til, tilini chiqarib turgan va ko‘zi qisilgan yuz, yuz
🤪	ahmoq koʻzlar, ahmoq yuz, katta koʻz, koʻz, koʻzlar
😝	ko‘z, qo‘rqinchli, tatib ko‘rish, til, tilini chiqarib turgan va ko‘zlari qattiq qisilgan yuz, yuz
🤑	dollar, og‘iz, og‘zi pul yuz, pul, yuz
🤗	quchayotgan yuz, quchish, quchoq, yuz
🤭	kelishdik, kulgili, maxfiy, og‘izni qo‘l bilan yopish, voy
🫢	hayrat, ishonchsizlik, nafas olish, ogʻzini qoʻli bilan yopgan yuz, qoʻrqish, qoʻrquv, shok, taajjub, tinch, vahima, xijolat, xushxabar
🫣	berkinish, chirqillash, maftunkor, moʻralash, moʻralayotgan yuz, qoʻrqqan, tikilish, uyalish, uyatchan
🤫	bu sir, hech kimga aytma, jim, jimlik saqlansin, maxfiy, sir, tinch, ts-s-s
🤔	o‘ylash, o‘ylayotgan yuz, yuz
🫡	chest berish, ha, ha xonim, harbiycha salomlashish, hurmat, lashkar, ok, okey, omad, salom, salomlashayotgan yuz, xoʼp boʼladi, xoʼp janob
🤐	og‘iz, og‘zi qulflangan yuz, qulf, yuz
🤨	ajablangan, hayron, ishonmayman, qosh chimirilgan yuz, rozi emasman, shubhali
😐️	betaraf, his-tuyg‘usiz, hissiz, yuz
😑	his-tuyg‘usiz, his-tuyg‘usiz yuz, ifodasiz, yuz
😶	jimjit, og‘iz, og‘izsiz yuz, sukut, yuz
🫥	afsus, berkitish, depressiya, introvert, koʻrinmas, nuqta chiziqli yuz, yashirish, yoʻqolish
😶‍🌫	bulutdagi bosh, bulutdagi yuz, gʻoyib boʻlgan, tuman ichidagi yuz
😏	istehzo, istehzoli yuz, yuz
😒	qoniqmagan, qoniqmagan yuz, xafa, yuz
🙄	achinish, aylantirayotgan, dilgirlik, diqqat boʻlish, ko‘zlar, ko‘zlarini aylantirayotgan yuz, oʻkinish, xunobi oshish, yuz, zerikish, ziq boʻlish
😬	afti burishgan, aftini burishtirish, yuz
😮‍💨	charchoq, havo olish, hushtak, hushtak chalish, hustak chalish, ingrash, nafas chiqarayotgan yuz, nafas chiqarish
🤥	aldayotgan, pinokkio, yolg‘on, yuz
🫨	ajablanish, dovdirash, qaltiragan, qaltiragan yuz, shok, tebranish, vahima, yuz, zilzila
🙂‍↔	gorizontal yo‘nalishda tebranayotgan yuz, silkitish, yo‘q ishorasi
🙂‍↕	ha ishorasi, vertikal yo‘nalishda tebranayotgan yuz
😌	xotirjam, xotirjam yuz, yuz
😔	g‘amgin, g‘amgin yuz, ranjigan, yuz
😪	uxlash, uyqusiragan yuz, yuz
🤤	so‘lagi oqayotgan, so‘lak, yuz
😴	charchagan, charchoq, esnash, mudroq, tush, uxlash, uxlayotgan yuz, uyqu, xurrak, yuz, zzz
🫩	charchagan, holdan toygan, horg‘in, ko‘zlar tagi shishgan yuz, uyqisiragan
😷	dori, kasal, niqob, shifokor, sovuq, tibbiy niqob taqqan yuz, yuz
🤒	bemor, harorat o‘lchagich, harorat o‘lchagich tutgan yuz, kasal, yuz
🤕	bint, boshi bint bilan o‘ralgan yuz, jarohat, lat, yuz
🤢	kasal, kasallik, ko‘ngil aynish, ko‘ngli ayniyotgan, yuz
🤮	qayt qilish, qusish
🤧	aksirayotgan, yuz
🥵	bezgak, harorat, isitma, isitmalash, mazasi yoʻq, terlash, yuqori harorat, yuzi qizargan
🥶	ayoz, ko‘karib ketish, muzlash, qaltirash, sovqotish, sovuq, yaxlash
🥴	behuzurlik, bosh aylanish, boshi aylangan, his qilish, ko‘ngil aynish, o‘zini bilmay qolish, yomon
😵	boshi aylanayotgan yuz, boshi aylanish, yuz
😵‍💫	bosh aylanishi, boshogʻriq, chalkashgan, gipnoz, jalb etuvchi, maftunkor, spiral koʻzli yuz
🤯	miya portlashi, shok, shokda, shokdaman
🤠	kovboy, kovboyning boshi, shlyapa
🥳	bayram, bazm, kecha, nishonlash, o‘yin-kulgu, o‘ynash, qalpoq, quvnash, tabriklayman, tug‘ilgan kun, xursandchilik, ziyofatda
🥸	burun, koʻzoynak, moʻylov, niqoblangan yuz, niqoblash, toʻrtkoʻz, yashirin, yashirincha, yuz
😎	ko‘z, ko‘zoynak, ko‘zoynak taqqan hamda kulayotgan yuz, ob-havo, quyosh, salqin, tabassum, yorug‘, yuz
🤓	aqlli, aqlli yuz, bilimdon, ekspert, koʻzoynak, mutaxassis, smart, yuz
🧐	boy, detektiv, dono, monokl, monokl bilan
😕	xijolat, xijolat bo‘lgan yuz, yuz
🫤	chalkashlik, diagonal ogʻizli yuz, hafsalasi pir boʻlgan, ikkilanish, ishonchsiz, meh, shubhali, umidsiz
😟	tashvish, xavotir, xavotir olayotgan yuz, yuz
🙁	arazlamoq, ozroq arazlagan yuz, xafa, yuz
☹️	arazlagan yuz, arazlamoq, xafa, yuz
😮	hamdardlik, ochiq, ogʻiz, og‘iz, og‘zi katta ochiq yuz, yuz
😯	hayratlanayotgan yuz, hayratlangan, karaxt, sukut saqlash, yuz
😲	batamom, hayratda, hayratlangan, hayratlangan yuz, taajjub, yuz
😳	mahliyo, qizarish, yuz, yuzi qizargan
🥺	iltimos, iltimos qilish, katta ko‘zlar, ko‘z, ko‘z yosh, yalingan yuz, yalinish, yolvorish
🥹	hissiyot, iltimos, jahli chiqqan, koʻz yoshi oqayotgan yuz, magʻrur, minnatdor, qarshilik koʻrsatish, qaygʻu, qaygʻuli, quvonch koʻz yoshlari, tuygʻular, yigʻlash
😦	ochiq, og‘iz, og‘zini katta ochgan, og‘zini katta ochgan, qovog‘i solingan yuz, qovog‘i solingan yuz, qovog‘ini solish, yuz
😧	g‘am-tashvishli yuz, tashvishli, yuz
😨	qo‘rqinchli, qo‘rqish, qo‘rqqan yuz, qo‘rquv, yuz
😰	ko‘kargan, ochiq, og‘iz, og‘zi ochiq va sovuq terga botgan yuz, sovuq, ter, toliqqan, yuz
😥	hafasalasi pir, hafsalasi pir bo‘lgan yuz, hmm, yengil tortish, yuz
😢	hafa, ko‘z yoshi, yig‘lash, yig‘layotgan yuz, yuz
😭	hafa, ko‘z yoshi, xo‘ngrab yig‘lash, xo‘ngrab yig‘layotgan yuz, yig‘lash, yuz
😱	baqiriq, chaynash, daxshat, daxshatli, qo‘rqinchli, qo‘rqish, qo‘rquv, qo‘rquvdan qichqirayotgan yuz, yuz
😖	xijolat, xijolatli yuz, yuz
😣	o‘jar, o‘jarlik, yuz
😞	ko‘ngli qolgan, ko‘ngli qolgan yuz, yuz
😓	sovuq, sovuq ter chiqayotgan yuz, ter, yuz
😩	charchagan, xorg‘in, xorg‘in yuz, yuz
😫	charchagan, charchagan yuz, yuz
🥱	charchagan, esnayotgan, esnayotgan yuz, mudroq, tun, uxlash vaqti, xayrli tun, xorg‘in, zerikish, zerikkan, zzz
😤	burnidan tutun chiqayotgan yuz, g‘alaba, yuz, zafar
😡	g‘azab, jaxli chiqqan, norozi, norozi qiyofa, qizil, quturgan, yuz
😠	g‘azabnok, jahli chiqqan yuz, jaxli chiqqan, yuz
🤬	ogʻzida belgilari bor yuz, senzura, soʻkinish, soʻkish
😈	ertak, fantaziya, kulayotgan shayton, shoxlar, tabassum, yuz
👿	ertak, fantaziya, shayton, yuz
💀	bosh suyagi, ertak, maxluq, o‘lim, tana, yuz
☠️	bosh suyagi, bosh suyagi va suyaklar, maxluq, oʻlgan, o‘lim, suyaklar, tana, yuz
💩	axlat, go‘ng, hazil, maxluq, tezak, tezak uyumi, yuz
🤡	masxaraboz, yuz
👹	ertak, fantaziya, maxluq, maxluqot, yapon, yovuz maxluq, yuz
👺	ajina, ertak, fantaziya, maxluq, maxluqot, yapon, yuz
👻	arvoh, ertak, fantaziya, maxluq, maxluqot, yuz
👽️	ertak, fantaziya, koinot, maxluq, maxluqot, nuj, o‘zga sayyoralik, yuz
👾	ertak, fantaziya, koinot, maxluq, maxluqot, nuj, o‘zga sayyoralik, o‘zga sayyoralik maxluq, yuz
🤖	maxluq, robot, robot qiyofa, yuz
😺	jilmayish, mushuk, ochiq, ogʻiz, og‘zi ochiq holatda kulayotgan mushuk, tirjayish, yuz
😸	jilmayish, koʻz, mushuk, tirjaygan holda kulayotgan mushuk, tirjayish, yuz
😹	huzur, koʻz yoshi, koʻzidan yosh chiqib kulayotgan mushuk, mushuk, quvonch, xursandchilik, yuz
😻	jilmayish, koʻz, ko‘zlari yurak shaklida kulib turgan mushuk, mushuk, sevgi, yurak, yuz
😼	istehzo, jilmayish, lab burib jilmaygan mushuk, lab burish, mushuk, yuz
😽	boʻsa, boʻsa olayotgan mushuk, koʻz, mushuk, yuz
